BookPrice,BookRating,BookTitle,image_urls,images
£56.13,star-rating One,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'https://books.toscrape.com/media/cache/4d/7a/4d7a79a8be80a529b277ed5c4d8ba482.jpg', 'path': 'full/6a869787d7d457c0c1a8a696cd58e7e7baad04e6.jpg', 'checksum': '16de2a99f4b29db1b49ac5fe282b4cfa', 'status': 'downloaded'}]"
£56.13,star-rating One,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'https://books.toscrape.com/media/cache/65/bf/65bfa3acc93b0e558a1c3de1b1164742.jpg', 'path': 'full/a03c137b4ee3a3c0c52087afde1b16fd53bb9ca8.jpg', 'checksum': 'ca9d31768b25eb0804f499af3512d45f', 'status': 'downloaded'}]"
£56.13,star-rating One,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'https://books.toscrape.com/media/cache/d1/2d/d12d26739b5369a6b5b3024e4d08f907.jpg', 'path': 'full/3ac4318a673f93b24aea33e8307ff4311abb6daa.jpg', 'checksum': '85624f04c86263f5f747dff39900120a', 'status': 'downloaded'}]"
£56.13,star-rating One,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'https://books.toscrape.com/media/cache/a5/85/a58571db229f2e8f75ea38861eca7f39.jpg', 'path': 'full/5749340d444f3fd0b7d27ca6b8bff4372e05eeaf.jpg', 'checksum': '2ef1d814daaa84a65eec2751985eeaee', 'status': 'downloaded'}]"
£56.13,star-rating One,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'https://books.toscrape.com/media/cache/b7/44/b7440aa88046b0bf8cba50d59295518e.jpg', 'path': 'full/701343525a288e0cc545bf359a96213880b932b8.jpg', 'checksum': '564b09501073fafc0532e6de502af9b7', 'status': 'downloaded'}]"
£56.13,star-rating One,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'https://books.toscrape.com/media/cache/7c/10/7c10101fe1759c5a17ba57e4bef9e764.jpg', 'path': 'full/1adfd2ef43f63e103f079f68827455633aa7b4d0.jpg', 'checksum': '4fb4088b358761f7942a2330c3c97eb3', 'status': 'downloaded'}]"
£56.13,star-rating One,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'https://books.toscrape.com/media/cache/d7/39/d73914232130fdf90d66f02fd9798f2b.jpg', 'path': 'full/665735cdecfb091da9234dd507eb3f87e070dc85.jpg', 'checksum': '38c3601a61863e44ff62bbd50502f638', 'status': 'downloaded'}]"
£56.13,star-rating One,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'https://books.toscrape.com/media/cache/d0/87/d0876dcd1a6530a4cb54903aad7a3e28.jpg', 'path': 'full/7917929956fa8da34cff28157cddd90881640d25.jpg', 'checksum': 'ff296a3564c74d80ecac6595eee64b06', 'status': 'downloaded'}]"
£56.13,star-rating One,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'https://books.toscrape.com/media/cache/4b/80/4b80a3d9148e224ed4d6cd4d33f43728.jpg', 'path': 'full/2107ad68742f0c23dd50df5becb9384805958b5e.jpg', 'checksum': 'c422693d12b789689950ecbf0acd8b10', 'status': 'downloaded'}]"
£56.13,star-rating One,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'https://books.toscrape.com/media/cache/b1/4b/b14be641ab97a330891455a769d52fd3.jpg', 'path': 'full/8e36296e0f3aaa9775d80596a84a53518a159447.jpg', 'checksum': '2023df77b8955f66e8fa0871ae55d869', 'status': 'downloaded'}]"
£56.13,star-rating One,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'https://books.toscrape.com/media/cache/95/84/95840dfd67c020067c99d70451147e20.jpg', 'path': 'full/75798d89cd720ebc00d91117b684e83b2e8877f9.jpg', 'checksum': '241b5906a919f4225f503e2b3371978e', 'status': 'downloaded'}]"
£56.13,star-rating One,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'https://books.toscrape.com/media/cache/2b/1b/2b1bfecae9d512cb6ee943ccf786216f.jpg', 'path': 'full/e9dd99a68e9d457b322c24eb2067947a15faf335.jpg', 'checksum': 'd80bf18af135126c9b6786e886e68a3c', 'status': 'downloaded'}]"
£56.13,star-rating One,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'https://books.toscrape.com/media/cache/a8/3c/a83c460fab82f35a37c0846729485547.jpg', 'path': 'full/cb58b98cf6c0673a62dd750a4b88b8e2b5c4cbd0.jpg', 'checksum': '90e317b5a268bce66f75dd9e1423aac3', 'status': 'downloaded'}]"
£56.13,star-rating One,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'https://books.toscrape.com/media/cache/fd/af/fdaf3c3104c559941c01e840fecd2659.jpg', 'path': 'full/fb63663900c8e5d03f0879f59bb86bd93ea6be28.jpg', 'checksum': '3944d47b36d681927a34a3e8b8287500', 'status': 'downloaded'}]"
£56.13,star-rating One,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'https://books.toscrape.com/media/cache/7b/d9/7bd93db091d736d0c6ff9d578e3ba3d7.jpg', 'path': 'full/d81f6e15efc64e360ed9ed5daeca3c3490ba936d.jpg', 'checksum': '8739dbf4be6534a73a24ed27648369f1', 'status': 'downloaded'}]"
£56.13,star-rating One,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'https://books.toscrape.com/media/cache/df/34/df346322ddfdd3b4da0e34cad17f49dc.jpg', 'path': 'full/f7f4b362375ae41537cc643f54494c1d98c7868e.jpg', 'checksum': 'dfba0974a1cbb8c931a55d617880eb57', 'status': 'downloaded'}]"
£56.13,star-rating One,The Secret of Dreadwillow Carse,https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'https://books.toscrape.com/media/cache/9d/f2/9df248dcefeaba9eeb519a59b248f72c.jpg', 'path': 'full/205189150b2a458f87912e4ec0197204b46dd031.jpg', 'checksum': 'dee3583781470799da172e0ad2bdb459', 'status': 'downloaded'}]"
£50.27,star-rating Five,"We Love You, Charlie Freeman",https://books.toscrape.com/media/cache/87/a2/87a2fddd7f6b240c0351e1eb950b6716.jpg,"[{'url': 'https://books.toscrape.com/media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg', 'path': 'full/2269cd481162d83c57193fd668984f0173918512.jpg', 'checksum': '9122700d36a0728fe246d3def3dfa80e', 'status': 'downloaded'}]"
£45.07,star-rating Two,Without Borders (Wanderlove #1),https://books.toscrape.com/media/cache/de/26/de269ee688d4dc51846567f3942600ce.jpg,"[{'url': 'https://books.toscrape.com/media/cache/da/b8/dab87c14168f3ce18530447ec6437361.jpg', 'path': 'full/704b839d938dc89fe81b2b4474d974e0151dce04.jpg', 'checksum': '6e316e0ac5ec18bb74038446a0eec22a', 'status': 'downloaded'}]"
£22.50,star-rating Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,https://books.toscrape.com/media/cache/a3/2a/a32ab3b8c024c6c2b274a86b185e7585.jpg,"[{'url': 'https://books.toscrape.com/media/cache/f4/21/f4210912ca58ef35f8ad120fe3dfed38.jpg', 'path': 'full/0f623e0ec87e2e08d9a43216ad6e7d5bc476d208.jpg', 'checksum': 'f3d2412e6ad8fb2d4b900bfe29bbf251', 'status': 'downloaded'}]"
£22.50,star-rating Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,https://books.toscrape.com/media/cache/a3/2a/a32ab3b8c024c6c2b274a86b185e7585.jpg,"[{'url': 'https://books.toscrape.com/media/cache/8b/ab/8bab133ec9f8248a8d5f5ea5c09d0f56.jpg', 'path': 'full/38c57fa52c0fdcff2acafe0d5abf85bb923b13cd.jpg', 'checksum': '9a96278e83663ebe6c84fd31a4991071', 'status': 'downloaded'}]"
£22.50,star-rating Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,https://books.toscrape.com/media/cache/a3/2a/a32ab3b8c024c6c2b274a86b185e7585.jpg,"[{'url': 'https://books.toscrape.com/media/cache/ee/43/ee4364a59d66bafb1b3264419ab3ed9e.jpg', 'path': 'full/ed8c64e18bb279a08cd206337e465c515979b91d.jpg', 'checksum': 'afa2c6807142dc99455f90227ee0b20c', 'status': 'downloaded'}]"
£22.50,star-rating Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,https://books.toscrape.com/media/cache/a3/2a/a32ab3b8c024c6c2b274a86b185e7585.jpg,"[{'url': 'https://books.toscrape.com/media/cache/88/a4/88a4b5f7236b8a36ba972be5ebe4f252.jpg', 'path': 'full/33a6b822f548681e9872c41710276daedb9529f5.jpg', 'checksum': 'c49e8966326664ef62ade4d526ec35c9', 'status': 'downloaded'}]"
£22.50,star-rating Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,https://books.toscrape.com/media/cache/a3/2a/a32ab3b8c024c6c2b274a86b185e7585.jpg,"[{'url': 'https://books.toscrape.com/media/cache/27/a1/27a1ebe79d6e6759ec68ea9f427a4f71.jpg', 'path': 'full/672a3f15c1838b3312805abc7462569cbd5af446.jpg', 'checksum': 'f2ab118a2a4e16b10c4f59fde8a2bd5c', 'status': 'downloaded'}]"
£22.50,star-rating Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,https://books.toscrape.com/media/cache/a3/2a/a32ab3b8c024c6c2b274a86b185e7585.jpg,"[{'url': 'https://books.toscrape.com/media/cache/9b/09/9b0935dc936c92900c2dc5d2114da72f.jpg', 'path': 'full/707f6bbab533edd411f28a9c87be48278e5f025d.jpg', 'checksum': '748577c09d91a6d7e606adc461131344', 'status': 'downloaded'}]"
£22.50,star-rating Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,https://books.toscrape.com/media/cache/a3/2a/a32ab3b8c024c6c2b274a86b185e7585.jpg,"[{'url': 'https://books.toscrape.com/media/cache/65/6e/656e79dfd4f8b6bf19ffde2c75ceda81.jpg', 'path': 'full/64fa87153f25715c930874ac40f2294392510475.jpg', 'checksum': 'ccb8a305a9b01d3e6b031afca07f419c', 'status': 'downloaded'}]"
£22.50,star-rating Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,https://books.toscrape.com/media/cache/a3/2a/a32ab3b8c024c6c2b274a86b185e7585.jpg,"[{'url': 'https://books.toscrape.com/media/cache/87/a2/87a2fddd7f6b240c0351e1eb950b6716.jpg', 'path': 'full/e117343bdec8ae853322d059f8490b6816e25c2f.jpg', 'checksum': 'b84e2772d188b6eff559ff515c2740ae', 'status': 'downloaded'}]"
£34.53,star-rating Five,Black Dust,https://books.toscrape.com/media/cache/a4/0a/a40af95beab828af1a4757ad1ee17da3.jpg,"[{'url': 'https://books.toscrape.com/media/cache/71/45/71451e3bba61a8d888a4a2c6526a4bcf.jpg', 'path': 'full/a60d5398601156433f43d64611260a3f4b74d422.jpg', 'checksum': '7e858fcfac81fc913b9e9c05f36e459e', 'status': 'downloaded'}]"
£34.53,star-rating Five,Black Dust,https://books.toscrape.com/media/cache/a4/0a/a40af95beab828af1a4757ad1ee17da3.jpg,"[{'url': 'https://books.toscrape.com/media/cache/de/26/de269ee688d4dc51846567f3942600ce.jpg', 'path': 'full/16948984e4b570c7a0b3e18569cf714f45f4279b.jpg', 'checksum': '180d5a3dbdd7d9f6a30cf666cbbe6234', 'status': 'downloaded'}]"
£34.53,star-rating Five,Black Dust,https://books.toscrape.com/media/cache/a4/0a/a40af95beab828af1a4757ad1ee17da3.jpg,"[{'url': 'https://books.toscrape.com/media/cache/f5/3c/f53c7d21723c860cfbca2b539bc55b8f.jpg', 'path': 'full/b5118ece70c9ae8f6272c7523f03d438915bf5c2.jpg', 'checksum': 'b2472a000e9e5ca21f3fed7d281d36f8', 'status': 'downloaded'}]"
£17.27,star-rating Five,Thirst,https://books.toscrape.com/media/cache/8c/54/8c54a50576c204b80165a13545f73028.jpg,"[{'url': 'https://books.toscrape.com/media/cache/db/ac/dbac3faca8a799824f5725d66c0fcce3.jpg', 'path': 'full/4a00c856d53b6623fc69a5ad2c8bd0e2b1854868.jpg', 'checksum': '5856dcb7ffa05cbcdb8bfae2f0b8c0b5', 'status': 'downloaded'}]"
£19.09,star-rating One,The Torch Is Passed: A Harding Family Story,https://books.toscrape.com/media/cache/c7/26/c7260547c468dbe78af92cf3927c2a1c.jpg,"[{'url': 'https://books.toscrape.com/media/cache/17/db/17db3de71e8217d4277a9328b04f56cf.jpg', 'path': 'full/28bf9861089703207aa4855a8c6303efc0dc73a1.jpg', 'checksum': '20420b024d99aa26ed76869058864308', 'status': 'downloaded'}]"
£19.09,star-rating One,The Torch Is Passed: A Harding Family Story,https://books.toscrape.com/media/cache/c7/26/c7260547c468dbe78af92cf3927c2a1c.jpg,"[{'url': 'https://books.toscrape.com/media/cache/05/87/0587ab519222a61f803fa4570c325ad2.jpg', 'path': 'full/3ea405e393df7c7e4c818c840341f8fb468b17c7.jpg', 'checksum': '3aa360c4c13b065c6d55262543b4f2f5', 'status': 'downloaded'}]"
£19.09,star-rating One,The Torch Is Passed: A Harding Family Story,https://books.toscrape.com/media/cache/c7/26/c7260547c468dbe78af92cf3927c2a1c.jpg,"[{'url': 'https://books.toscrape.com/media/cache/a3/2a/a32ab3b8c024c6c2b274a86b185e7585.jpg', 'path': 'full/71c86e76de7f14599aa667313f66c770c15d413e.jpg', 'checksum': 'e4adb8ae64489e46d959be9c6b5aaec2', 'status': 'downloaded'}]"
£39.25,star-rating Two,Security,https://books.toscrape.com/media/cache/79/2b/792bdeb2cf7d8efaef0e401e5a27b4da.jpg,"[{'url': 'https://books.toscrape.com/media/cache/af/2f/af2fe2419ea136f2cd567aa92082c3ae.jpg', 'path': 'full/1fff5a722ceb9fa9b4a48a9f2d2b2f4a1ac46cf8.jpg', 'checksum': 'b527b6ae88b03c594d427f277597fd04', 'status': 'downloaded'}]"
£41.83,star-rating Four,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,https://books.toscrape.com/media/cache/17/19/1719475c51206a410a90fe5f3708df4c.jpg,"[{'url': 'https://books.toscrape.com/media/cache/a4/0a/a40af95beab828af1a4757ad1ee17da3.jpg', 'path': 'full/a7b2552a596dfbc30f7215c9ba562a4227155cb0.jpg', 'checksum': '58a2b0aca08036b548020fe6aee2808c', 'status': 'downloaded'}]"
£32.24,star-rating Five,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,https://books.toscrape.com/media/cache/da/0c/da0ca35421a5120b2109028e44a53f56.jpg,"[{'url': 'https://books.toscrape.com/media/cache/c7/26/c7260547c468dbe78af92cf3927c2a1c.jpg', 'path': 'full/fbe61add8b427cbbdcdd53a02ad460ac87d4e172.jpg', 'checksum': 'bd58f45f0f9e55d101c94056734d8cae', 'status': 'downloaded'}]"
£32.24,star-rating Five,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,https://books.toscrape.com/media/cache/da/0c/da0ca35421a5120b2109028e44a53f56.jpg,"[{'url': 'https://books.toscrape.com/media/cache/8c/54/8c54a50576c204b80165a13545f73028.jpg', 'path': 'full/ef9c6743668621780ef79da7faa510295013ad37.jpg', 'checksum': 'caa97da8fee981d5c85418feed89649f', 'status': 'downloaded'}]"
£37.13,star-rating One,The Gutsy Girl: Escapades for Your Life of Epic Adventure,https://books.toscrape.com/media/cache/73/cb/73cb1236d96f455d712516fffeae2304.jpg,"[{'url': 'https://books.toscrape.com/media/cache/d5/d0/d5d015a9cf899301cce5d1a629bdd974.jpg', 'path': 'full/55c1fd98b2c7387f845e4e0f7a65d7586a8721e4.jpg', 'checksum': '8aff06cc7409ddbe771a7a9a0bc1e5ca', 'status': 'downloaded'}]"
£37.13,star-rating One,The Gutsy Girl: Escapades for Your Life of Epic Adventure,https://books.toscrape.com/media/cache/73/cb/73cb1236d96f455d712516fffeae2304.jpg,"[{'url': 'https://books.toscrape.com/media/cache/4a/99/4a996ae54711cea37e370428b54f8b19.jpg', 'path': 'full/4c8387d0407ea8cf6bd40714a11cf6b85138de25.jpg', 'checksum': 'b31c68f643e8f2a31fb896bf739f7ad6', 'status': 'downloaded'}]"
£35.67,star-rating Five,Join,https://books.toscrape.com/media/cache/df/64/df642e483f7ae23de6888c73f05e2014.jpg,"[{'url': 'https://books.toscrape.com/media/cache/79/2b/792bdeb2cf7d8efaef0e401e5a27b4da.jpg', 'path': 'full/ab791fce5f9eaa08134dd367cf66d794682ddd15.jpg', 'checksum': '445b992572fb370253d69e84d7d1c07e', 'status': 'downloaded'}]"
£53.90,star-rating Two,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),https://books.toscrape.com/media/cache/6d/80/6d80608ef81001ad068df06fae44b7f8.jpg,"[{'url': 'https://books.toscrape.com/media/cache/60/3c/603c8f3dd299efe67616a53e5bfb1d03.jpg', 'path': 'full/cbcb2112a5d003f0db508d756731a439eb15eb78.jpg', 'checksum': '995d2c5046f6f508d11a80573cf5c34e', 'status': 'downloaded'}]"
£53.90,star-rating Two,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),https://books.toscrape.com/media/cache/6d/80/6d80608ef81001ad068df06fae44b7f8.jpg,"[{'url': 'https://books.toscrape.com/media/cache/2e/65/2e654066306042f4c462ba4d048650d9.jpg', 'path': 'full/e0e742dddafc86ce1a85be88cf74bd904b79a07f.jpg', 'checksum': '27806a1dc5151787296d61e9902065b9', 'status': 'downloaded'}]"
£53.90,star-rating Two,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),https://books.toscrape.com/media/cache/6d/80/6d80608ef81001ad068df06fae44b7f8.jpg,"[{'url': 'https://books.toscrape.com/media/cache/cc/5e/cc5e82c2205da748c6c19fbc1876586b.jpg', 'path': 'full/202cdb0f1a60376fe025a6db18ba37b48d583dc6.jpg', 'checksum': '76ab8e15f66a5e5afef07d65cbd6d159', 'status': 'downloaded'}]"
£53.90,star-rating Two,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),https://books.toscrape.com/media/cache/6d/80/6d80608ef81001ad068df06fae44b7f8.jpg,"[{'url': 'https://books.toscrape.com/media/cache/17/19/1719475c51206a410a90fe5f3708df4c.jpg', 'path': 'full/e0f32b9b7b44c4d9b4d721f4df35ed34f6272127.jpg', 'checksum': '27f6ea42a037c680c9fb98f50bbfbef1', 'status': 'downloaded'}]"
£40.11,star-rating One,"Layered: Baking, Building, and Styling Spectacular Cakes",https://books.toscrape.com/media/cache/73/06/7306b860c7887dfb2a4b0083e2d6bf0d.jpg,"[{'url': 'https://books.toscrape.com/media/cache/2c/d2/2cd2b814b8a8cd3a49895cbd13a8b1f4.jpg', 'path': 'full/765fcbb318238d95512573c43ed7c50b8f959faa.jpg', 'checksum': '93d69bcf303748a4956e526f83bcf8cf', 'status': 'downloaded'}]"
